,school,sex,age,address,Pstatus,guardian,traveltime,studytime,failures,paid,internet,health,absences,G1,G2,G3,extra,approved
77,GP,F,16,U,T,mother,1,4,0,no,yes,3,1,13,13,13,1.0,1.0
78,GP,M,17,U,T,mother,2,1,3,no,yes,3,0,9,9,10,1.0,1.0
79,GP,F,16,U,T,mother,1,2,0,no,yes,3,14,12,11,11,1.0,1.0
80,GP,M,15,U,T,father,1,1,0,no,yes,3,0,11,11,12,1.0,1.0
81,GP,M,15,U,T,mother,1,3,0,no,yes,5,2,10,9,9,0.0,0.0
82,GP,F,15,U,T,mother,1,2,0,no,yes,5,4,12,11,11,1.0,1.0
83,GP,M,15,U,T,mother,2,2,0,yes,yes,4,2,13,12,13,1.0,1.0
84,GP,F,15,U,T,father,1,2,0,no,yes,4,2,13,12,12,1.0,1.0
85,GP,F,15,U,T,father,2,2,0,no,yes,5,4,12,11,12,1.0,1.0
86,GP,F,16,U,T,mother,1,2,0,no,no,2,6,13,11,11,1.0,1.0
87,GP,F,15,U,T,mother,1,3,0,no,yes,1,4,15,15,15,1.0,1.0
88,GP,M,16,U,T,father,2,2,0,no,yes,3,6,12,10,11,1.0,1.0
89,GP,M,16,U,A,mother,1,2,0,no,no,5,6,9,9,10,1.0,1.0
90,GP,F,16,U,T,mother,1,3,0,no,yes,4,2,9,11,11,1.0,1.0
91,GP,F,15,U,T,mother,1,1,0,no,yes,1,6,14,13,13,1.0,1.0
92,GP,F,16,U,T,father,1,2,0,no,no,2,0,12,13,12,1.0,1.0
93,GP,F,16,U,T,mother,2,2,0,no,yes,1,2,13,14,14,1.0,1.0
94,GP,M,15,U,T,mother,1,4,0,no,yes,4,2,11,12,12,1.0,1.0
95,GP,F,15,R,T,mother,2,4,0,yes,yes,1,4,13,13,13,1.0,1.0
96,GP,M,16,R,T,mother,2,1,0,yes,yes,4,6,9,11,11,1.0,1.0
97,GP,F,16,U,T,mother,1,2,0,no,no,5,0,13,12,12,1.0,1.0
98,GP,F,16,U,T,mother,1,1,0,no,yes,1,4,12,13,13,1.0,1.0
99,GP,F,16,U,T,mother,1,3,0,no,yes,3,2,12,13,13,1.0,1.0
100,GP,M,16,U,T,mother,1,1,0,no,yes,4,12,9,9,8,0.0,0.0
101,GP,M,16,U,T,father,1,3,0,no,yes,4,0,16,16,16,0.0,1.0
102,GP,M,15,U,T,mother,1,1,0,yes,yes,5,2,12,13,12,1.0,1.0
103,GP,F,15,U,T,mother,2,2,0,no,yes,2,16,11,10,10,0.0,0.0
104,GP,M,15,U,A,mother,1,2,0,no,yes,1,0,16,16,16,0.0,1.0
105,GP,F,15,U,A,father,1,4,0,no,no,4,10,10,10,10,1.0,1.0
106,GP,F,15,U,T,mother,1,4,0,no,yes,3,4,10,10,10,1.0,1.0
107,GP,M,16,U,T,father,1,3,0,no,yes,5,4,13,14,14,1.0,1.0
108,GP,M,15,R,T,father,4,4,0,no,yes,1,8,12,10,11,1.0,1.0
109,GP,F,16,U,T,mother,1,3,0,no,yes,4,2,15,15,14,1.0,1.0
110,GP,M,15,U,A,mother,1,1,0,no,yes,4,4,13,14,14,1.0,1.0
111,GP,F,16,R,T,father,1,3,0,no,yes,2,4,11,11,11,1.0,1.0
112,GP,F,16,U,T,mother,1,2,1,no,yes,5,12,8,10,10,1.0,1.0
113,GP,M,15,U,T,mother,1,1,0,no,yes,3,10,18,17,18,0.0,1.0
114,GP,M,15,R,T,mother,1,2,0,no,yes,5,4,10,9,10,1.0,1.0
115,GP,M,16,U,T,father,1,2,0,no,yes,5,6,16,14,14,1.0,1.0
116,GP,M,15,U,T,father,2,2,0,no,no,2,4,16,15,16,0.0,1.0
117,GP,M,16,U,T,father,2,1,0,no,yes,5,6,14,14,15,1.0,1.0
118,GP,M,17,R,T,father,3,2,1,no,yes,5,14,12,11,11,1.0,1.0
119,GP,M,15,U,T,father,1,1,0,no,yes,4,2,14,13,14,1.0,1.0
120,GP,F,15,U,T,mother,1,2,0,no,yes,1,0,14,14,14,1.0,1.0
121,GP,M,15,U,T,father,1,4,0,no,yes,5,6,14,13,13,1.0,1.0
122,GP,F,16,U,T,father,2,2,0,no,yes,5,2,14,12,13,1.0,1.0
123,GP,M,16,U,T,mother,1,1,0,no,yes,5,4,12,13,13,1.0,1.0
124,GP,F,16,U,T,mother,1,2,0,no,yes,5,0,12,11,11,1.0,1.0
125,GP,M,15,U,T,father,1,1,0,no,yes,5,2,9,9,9,0.0,0.0
126,GP,F,15,U,A,mother,1,2,0,no,yes,1,0,10,11,11,1.0,1.0
127,GP,F,19,U,T,other,1,2,2,no,no,5,0,9,10,11,1.0,1.0
128,GP,M,16,R,T,mother,1,1,0,no,yes,4,8,14,14,15,1.0,1.0
129,GP,M,16,U,T,mother,2,3,0,no,yes,1,4,13,12,13,1.0,1.0
130,GP,F,15,R,T,father,2,3,0,no,yes,5,0,10,11,12,1.0,1.0
131,GP,F,18,U,T,mother,1,2,3,no,yes,5,10,10,9,8,0.0,0.0
132,GP,F,17,U,A,mother,3,1,0,no,yes,5,8,11,10,11,1.0,1.0
133,GP,F,15,U,T,mother,3,1,0,no,yes,4,6,11,12,13,1.0,1.0
134,GP,F,17,U,T,father,1,1,0,no,yes,5,2,13,12,12,1.0,1.0
135,GP,F,16,U,A,father,1,1,0,no,yes,5,12,15,13,14,1.0,1.0
136,GP,M,16,U,T,mother,4,1,0,no,no,2,4,9,9,11,1.0,1.0
137,GP,F,16,U,A,mother,1,1,1,no,no,5,12,13,11,11,1.0,1.0
138,GP,M,15,R,T,mother,4,2,0,no,no,5,2,12,11,11,1.0,1.0
139,GP,F,15,U,T,mother,1,3,0,no,yes,5,4,13,14,15,1.0,1.0
140,GP,M,17,R,T,mother,3,2,0,no,no,5,2,10,9,10,1.0,1.0
141,GP,F,16,R,T,mother,4,2,0,no,no,3,0,14,13,13,1.0,1.0
142,GP,M,18,U,T,mother,2,1,0,no,yes,4,2,11,11,12,1.0,1.0
143,GP,F,18,U,A,other,1,3,0,no,yes,5,10,12,11,11,1.0,1.0
144,GP,F,16,R,T,mother,2,1,0,no,no,1,8,12,11,11,1.0,1.0
145,GP,F,16,U,A,other,2,1,0,no,yes,5,4,9,9,10,1.0,1.0
146,GP,M,16,U,T,mother,1,2,2,no,no,5,0,10,10,10,1.0,1.0
147,GP,F,15,U,T,mother,2,1,0,no,yes,5,6,13,14,14,1.0,1.0
148,GP,F,15,R,T,mother,3,1,1,no,yes,1,2,8,9,9,0.0,0.0
149,GP,M,15,U,T,father,2,4,0,no,yes,3,6,9,11,11,1.0,1.0
150,GP,F,15,U,A,mother,1,2,0,no,no,1,24,9,8,9,0.0,0.0
151,GP,M,16,U,T,mother,1,3,0,no,yes,5,0,15,13,13,1.0,1.0
152,GP,M,16,U,T,father,2,1,0,no,yes,2,4,12,11,11,1.0,1.0
153,GP,F,15,U,T,mother,1,3,0,no,yes,5,2,13,13,13,1.0,1.0
154,GP,F,16,U,T,mother,1,1,0,no,yes,1,4,10,11,11,1.0,1.0
155,GP,M,17,U,T,mother,1,1,0,no,yes,5,22,9,7,6,0.0,0.0
156,GP,F,15,U,T,father,1,2,0,no,yes,5,0,12,12,12,1.0,1.0
157,GP,F,15,U,A,mother,2,1,0,no,yes,5,0,11,10,10,1.0,1.0
158,GP,F,15,U,T,father,1,2,1,no,yes,3,2,11,11,11,1.0,1.0
159,GP,F,15,U,T,mother,1,2,0,no,yes,5,6,13,12,13,1.0,1.0
160,GP,F,15,U,T,father,1,2,0,no,no,1,6,11,11,11,1.0,1.0
161,GP,M,16,U,T,mother,1,1,0,no,yes,5,16,9,9,8,0.0,0.0
162,GP,M,15,U,A,mother,4,1,0,no,yes,5,0,12,11,11,1.0,1.0
163,GP,M,18,U,T,mother,1,1,2,no,yes,4,0,11,9,0,0.0,0.0
164,GP,M,16,U,T,mother,1,1,1,no,no,5,6,9,10,10,1.0,1.0
165,GP,F,15,R,T,other,2,3,0,yes,yes,3,2,13,13,13,1.0,1.0
166,GP,M,19,U,T,mother,1,1,0,no,yes,4,6,11,9,11,1.0,1.0
167,GP,F,17,U,T,mother,1,1,0,no,no,4,0,13,13,13,1.0,1.0
168,GP,M,15,R,T,mother,1,2,0,yes,no,1,0,7,8,8,0.0,0.0
169,GP,M,17,R,T,mother,1,1,3,no,no,5,14,9,8,10,1.0,1.0
170,GP,F,18,R,T,mother,3,1,3,no,no,4,6,11,10,11,1.0,1.0
171,GP,M,16,R,T,mother,3,1,0,no,no,3,4,12,10,11,1.0,1.0
172,GP,M,16,U,T,father,1,2,1,no,yes,5,0,10,10,1,0.0,0.0
173,GP,M,16,U,T,mother,2,1,2,no,yes,5,0,9,8,10,1.0,1.0
174,GP,M,17,R,T,mother,2,1,1,yes,yes,5,8,8,8,9,0.0,0.0
175,GP,M,17,R,T,mother,2,2,2,no,yes,3,4,7,6,8,0.0,0.0
176,GP,M,15,U,T,mother,2,1,0,no,no,5,2,8,9,10,1.0,1.0
177,GP,M,16,U,T,father,1,1,1,no,yes,2,2,9,8,8,0.0,0.0
178,GP,M,17,R,T,mother,4,2,0,no,no,5,0,8,8,8,0.0,0.0
179,GP,M,17,U,T,mother,2,1,3,no,no,2,10,8,7,8,0.0,0.0
180,GP,M,16,U,T,father,1,2,0,no,yes,4,0,9,10,11,1.0,1.0
181,GP,F,16,U,T,father,1,2,0,no,yes,3,0,17,17,18,0.0,1.0
182,GP,F,16,U,T,mother,1,2,0,no,yes,4,0,12,12,13,1.0,1.0
183,GP,F,16,U,T,mother,1,2,0,no,yes,3,0,16,16,17,0.0,1.0
184,GP,M,16,U,T,father,3,1,1,no,yes,2,4,9,9,10,1.0,1.0
185,GP,M,16,U,T,mother,2,2,0,no,yes,3,0,16,17,18,0.0,1.0
186,GP,M,17,U,T,mother,1,2,0,no,yes,5,0,11,9,10,1.0,1.0
187,GP,F,16,U,T,mother,1,2,0,no,yes,3,0,14,13,13,1.0,1.0
188,GP,F,16,U,T,mother,2,2,0,no,yes,4,0,14,14,15,1.0,1.0
189,GP,M,17,U,T,mother,2,2,0,no,yes,4,0,10,11,11,1.0,1.0
190,GP,F,16,U,T,mother,2,2,0,no,yes,5,0,13,12,14,1.0,1.0
191,GP,M,17,U,T,father,1,2,0,no,yes,4,4,11,9,10,1.0,1.0
192,GP,M,16,R,T,mother,1,1,0,no,yes,3,8,10,9,11,1.0,1.0
193,GP,M,17,U,T,mother,1,2,0,yes,yes,2,4,11,11,13,1.0,1.0
194,GP,M,16,U,T,mother,1,2,0,yes,yes,3,4,11,10,11,1.0,1.0
195,GP,M,16,U,T,mother,1,2,0,no,yes,3,0,11,12,13,1.0,1.0
196,GP,F,17,U,T,father,1,2,0,no,no,5,0,17,18,17,0.0,1.0
197,GP,F,17,U,T,mother,1,2,0,no,yes,1,32,14,13,14,0.0,0.0
198,GP,F,16,U,T,mother,1,2,0,no,yes,1,8,14,15,16,0.0,1.0
199,GP,M,17,U,T,mother,1,2,0,no,yes,4,6,11,13,14,1.0,1.0
200,GP,M,16,U,T,mother,1,1,0,no,yes,3,0,10,9,11,1.0,1.0
201,GP,M,16,U,T,mother,1,2,0,no,yes,5,0,13,14,16,0.0,1.0
202,GP,F,17,U,A,mother,1,2,0,no,yes,3,10,12,13,14,1.0,1.0
203,GP,M,17,R,T,mother,1,2,0,no,no,3,6,9,9,10,1.0,1.0
204,GP,F,16,U,T,mother,1,2,0,no,yes,2,6,12,12,13,1.0,1.0
205,GP,F,17,U,T,mother,1,2,0,no,yes,3,0,12,11,12,1.0,1.0
206,GP,M,17,U,T,other,2,2,0,no,yes,5,16,10,11,12,0.0,0.0
207,GP,M,16,R,T,mother,1,1,0,no,yes,5,0,11,10,10,1.0,1.0
208,GP,M,16,U,T,father,2,1,0,no,yes,3,0,13,12,12,1.0,1.0
209,GP,F,17,U,T,father,1,2,0,no,yes,5,8,14,15,16,0.0,1.0
210,GP,M,17,U,T,mother,1,1,0,no,yes,5,4,13,13,14,1.0,1.0
211,GP,M,16,R,T,father,3,1,0,no,yes,3,16,10,11,12,0.0,0.0
212,GP,F,17,U,T,mother,2,1,1,no,yes,2,30,14,15,16,0.0,0.0
213,GP,F,16,U,T,mother,1,2,0,no,yes,3,0,11,10,11,1.0,1.0
214,GP,F,16,U,T,mother,1,2,0,no,yes,2,2,14,14,15,1.0,1.0
215,GP,F,16,U,T,mother,1,2,0,no,no,4,4,11,12,12,1.0,1.0
216,GP,F,17,U,T,mother,1,2,0,no,no,1,0,14,15,15,1.0,1.0
217,GP,F,17,R,T,mother,1,1,0,no,yes,3,21,13,13,13,0.0,0.0
218,GP,F,16,R,T,mother,2,4,0,no,yes,5,6,13,13,13,1.0,1.0
219,GP,F,17,U,T,mother,1,3,1,yes,yes,5,14,8,9,8,0.0,0.0
220,GP,F,16,U,A,mother,1,2,0,no,yes,4,2,11,11,12,1.0,1.0
221,GP,F,16,U,T,mother,1,2,0,no,yes,1,4,14,15,15,1.0,1.0
222,GP,F,16,U,T,mother,2,1,0,no,no,5,2,12,13,13,1.0,1.0
223,GP,F,17,R,T,mother,2,3,0,no,yes,4,0,11,12,12,1.0,1.0
224,GP,F,19,U,T,other,1,4,0,no,yes,3,4,12,12,12,1.0,1.0
225,GP,M,17,U,T,mother,1,2,0,no,yes,3,15,13,12,12,1.0,1.0
226,GP,F,16,U,A,mother,1,2,0,no,yes,4,0,13,13,13,1.0,1.0
227,GP,M,18,U,T,mother,1,2,0,no,yes,5,10,12,11,11,1.0,1.0
228,GP,F,17,R,T,mother,1,1,0,no,no,3,6,12,11,11,1.0,1.0
229,GP,F,17,U,T,mother,2,2,0,no,yes,1,2,14,16,15,1.0,1.0
230,GP,F,17,U,T,mother,1,2,0,no,yes,1,16,11,9,10,0.0,0.0
231,GP,M,18,U,T,father,1,2,0,no,yes,4,10,10,10,10,1.0,1.0
232,GP,F,17,U,T,father,2,1,0,no,no,3,4,12,13,13,1.0,1.0
233,GP,F,17,U,T,mother,1,3,0,no,yes,4,0,12,12,13,1.0,1.0
234,GP,F,17,R,T,mother,2,2,0,no,yes,5,0,11,10,11,1.0,1.0
235,GP,F,17,U,T,mother,1,3,0,no,no,5,12,12,12,12,1.0,1.0
236,GP,F,16,U,T,mother,1,2,0,no,yes,3,0,13,13,14,1.0,1.0
237,GP,M,18,U,T,mother,2,2,3,yes,yes,4,9,10,9,10,1.0,1.0
238,GP,F,16,U,T,mother,1,3,0,no,yes,5,4,15,16,16,0.0,1.0
239,GP,F,18,R,T,mother,1,2,0,no,yes,4,4,8,8,8,0.0,0.0
240,GP,F,17,U,T,mother,1,2,0,no,yes,3,2,17,18,17,0.0,1.0
241,GP,M,17,U,T,father,1,2,0,no,yes,3,0,10,11,11,1.0,1.0
242,GP,M,18,U,T,mother,4,2,0,no,yes,3,2,9,10,11,1.0,1.0
243,GP,F,17,U,A,mother,2,3,0,no,yes,3,0,15,15,16,0.0,1.0
244,GP,F,17,U,T,father,1,2,0,no,yes,3,0,14,12,12,1.0,1.0
245,GP,M,17,R,T,father,2,2,0,no,yes,1,0,12,13,13,1.0,1.0
246,GP,M,17,U,T,mother,1,2,0,no,yes,2,0,13,13,13,1.0,1.0
247,GP,M,16,U,T,father,1,2,0,no,yes,1,0,13,13,14,1.0,1.0
248,GP,M,16,U,T,mother,2,2,0,no,yes,5,2,9,9,9,0.0,0.0
249,GP,M,16,U,T,mother,2,3,0,no,yes,2,0,12,12,12,1.0,1.0
250,GP,M,17,U,T,father,1,2,0,no,yes,4,0,16,16,16,0.0,1.0
251,GP,F,16,U,T,mother,1,1,0,no,yes,5,4,9,10,10,1.0,1.0
252,GP,F,16,U,A,mother,1,2,0,no,yes,5,0,14,13,13,1.0,1.0
253,GP,F,18,U,A,mother,2,2,1,no,yes,3,18,10,10,10,0.0,0.0
254,GP,F,18,U,T,mother,1,2,1,no,yes,5,16,9,8,10,0.0,0.0
255,GP,F,18,U,T,mother,2,1,1,no,yes,3,14,8,7,7,0.0,0.0
256,GP,M,18,U,T,other,1,1,1,no,yes,1,26,7,8,8,0.0,0.0
257,GP,M,17,U,T,mother,1,1,0,no,yes,5,6,10,8,9,0.0,0.0
258,GP,F,17,U,T,father,1,2,0,no,no,3,4,14,14,15,1.0,1.0
259,GP,F,17,U,T,mother,1,3,0,no,yes,4,10,11,10,10,1.0,1.0
260,GP,F,16,U,T,mother,1,1,0,no,yes,5,4,12,11,11,1.0,1.0
261,GP,F,17,R,T,mother,3,2,0,no,no,3,2,13,13,13,1.0,1.0
262,GP,F,17,R,A,other,4,1,1,no,yes,5,14,9,9,8,0.0,0.0
263,GP,M,18,U,T,father,1,2,0,no,yes,2,16,8,7,8,0.0,0.0
264,GP,F,17,U,A,mother,1,1,1,no,yes,1,8,11,9,10,1.0,1.0
265,GP,F,17,R,T,mother,2,3,0,no,yes,5,4,15,14,15,1.0,1.0
266,GP,F,17,U,A,mother,1,2,0,no,no,4,4,15,14,14,1.0,1.0
267,GP,M,17,U,T,mother,2,2,0,no,yes,5,8,15,15,15,1.0,1.0
268,GP,M,17,R,A,mother,2,2,0,no,yes,4,0,12,12,12,1.0,1.0
269,GP,M,16,U,T,mother,1,1,0,no,yes,3,7,14,14,15,1.0,1.0
270,GP,M,16,U,T,mother,1,1,0,yes,yes,5,4,14,15,15,1.0,1.0
271,GP,F,17,U,T,mother,1,2,0,yes,yes,5,2,11,11,12,1.0,1.0
272,GP,M,17,R,T,father,2,3,0,no,yes,1,2,13,14,15,1.0,1.0
273,GP,F,17,U,T,mother,2,3,0,no,yes,5,10,11,11,11,1.0,1.0
274,GP,F,17,U,T,mother,1,2,0,no,no,4,10,10,9,10,1.0,1.0
275,GP,F,18,U,T,other,2,3,0,no,yes,3,10,12,10,11,1.0,1.0
276,GP,M,16,U,T,mother,3,1,0,no,yes,4,7,15,16,16,0.0,1.0
277,GP,F,17,U,T,father,1,2,0,no,no,5,4,11,10,11,1.0,1.0
278,GP,M,17,U,T,father,2,1,0,no,yes,2,2,9,12,13,1.0,1.0
279,GP,M,22,U,T,mother,1,1,3,no,yes,1,12,7,8,5,0.0,0.0
280,GP,M,18,R,T,mother,1,2,0,no,yes,5,8,10,9,10,1.0,1.0
281,GP,M,16,U,T,mother,1,1,0,no,yes,5,0,11,12,11,1.0,1.0
282,GP,M,18,U,T,mother,2,1,0,no,yes,5,8,7,8,7,0.0,0.0
283,GP,M,16,U,T,other,3,2,1,no,yes,2,4,9,11,10,1.0,1.0
284,GP,M,18,U,T,mother,1,1,2,no,yes,5,4,7,8,6,0.0,0.0
285,GP,M,16,R,T,mother,2,1,0,no,no,3,2,14,13,12,1.0,1.0
286,GP,M,17,R,T,mother,1,1,0,no,yes,5,0,12,12,13,1.0,1.0
287,GP,M,17,U,T,mother,2,1,1,no,yes,5,0,9,10,10,1.0,1.0
288,GP,F,18,U,A,mother,1,2,0,no,yes,5,2,12,12,13,1.0,1.0
289,GP,F,17,U,T,mother,1,4,0,no,yes,4,2,14,15,17,0.0,1.0
290,GP,F,19,U,T,mother,1,2,0,no,yes,5,0,10,10,11,1.0,1.0
291,GP,M,18,U,T,mother,3,2,1,no,yes,5,4,11,10,11,1.0,1.0
292,GP,F,17,R,T,mother,1,3,0,no,yes,5,2,11,12,14,1.0,1.0
293,GP,F,18,U,T,mother,1,3,0,no,no,3,4,11,12,14,1.0,1.0
294,GP,F,18,R,T,mother,1,2,0,no,no,5,4,11,11,13,1.0,1.0
295,GP,M,19,U,A,mother,1,2,0,no,yes,1,4,11,13,14,1.0,1.0
296,GP,M,18,U,T,mother,1,2,0,no,yes,4,2,16,16,16,0.0,1.0
297,GP,M,17,R,T,mother,2,1,0,no,no,4,0,9,10,10,1.0,1.0
298,GP,F,17,U,T,father,1,4,0,no,yes,2,2,10,11,12,1.0,1.0
299,GP,F,20,R,T,other,2,2,0,yes,yes,2,8,10,12,12,1.0,1.0
300,GP,F,18,U,T,father,1,2,0,no,yes,2,2,15,15,15,1.0,1.0
301,GP,M,18,U,T,mother,1,2,0,no,yes,3,2,10,10,11,1.0,1.0
302,GP,M,18,R,T,mother,1,3,0,no,no,3,2,10,11,12,1.0,1.0
303,GP,F,17,U,T,mother,1,3,0,no,no,4,2,15,12,13,1.0,1.0
304,GP,F,18,U,T,mother,1,3,0,no,yes,3,0,11,12,13,1.0,1.0
305,GP,M,17,U,T,father,2,1,0,no,yes,4,8,8,8,9,0.0,0.0
306,GP,M,18,R,A,mother,2,2,0,no,yes,1,6,15,16,16,0.0,1.0
307,GP,M,17,U,T,mother,1,2,0,no,yes,5,0,11,11,14,1.0,1.0
308,GP,F,18,R,T,mother,2,2,0,no,yes,4,8,10,11,12,1.0,1.0
309,GP,M,18,U,T,father,1,2,0,no,yes,5,4,10,12,14,1.0,1.0
310,GP,F,18,R,T,mother,2,2,0,no,yes,3,12,8,9,10,1.0,1.0
